Id|DepartamentoId|CodDepto|CodMunicipio|CodUbicacion|NombreMunicipio|EstadoEntidad|LogBaseEntityId
576|2|08|433|08433|MALAMBO|1|1
577|17|52|435|52435|MALLAMA|1|1
578|11|25|436|25436|MANTA|1|1
579|2|08|436|08436|MANATI|1|1
580|11|25|438|25438|MEDINA|1|1
581|4|13|440|13440|MARGARITA|1|1
582|1|05|440|05440|MARINILLA|1|1
583|26|85|440|85440|VILLANUEVA|1|1
584|20|66|440|66440|MARSELLA|1|1
585|5|15|442|15442|MARIPI|1|1
586|6|17|442|17442|MARMATO|1|1
587|4|13|442|13442|MARIA LA BAJA|1|1
588|23|73|443|73443|MARIQUITA|1|1
589|9|20|443|20443|MANAURE BALCON DL CE|1|1
590|6|17|444|17444|MARQUETALIA|1|1
591|21|68|444|68444|MATANZA|1|1
592|6|17|446|17446|MARULANDA|1|1
593|23|73|449|73449|MELGAR|1|1
594|16|50|450|50450|PUERTO CONCORDIA|1|1
595|12|27|450|27450|MEDIO SAN JUAN|1|1
596|8|19|450|19450|MERCADERES|1|1
597|8|19|455|19455|MIRANDA|1|1
598|5|15|455|15455|MIRAFLORES|1|1
599|20|66|456|66456|MISTRATO|1|1
600|4|13|458|13458|MONTECRISTO|1|1
601|29|91|460|91460|MIRITI-PARANA|1|1
602|15|47|460|47460|NUEVA GRANADA|1|1
603|7|18|460|18460|MILAN|1|1
604|23|73|461|73461|MURILLO|1|1
605|21|68|464|68464|MOGOTES|1|1
606|5|15|464|15464|MONGUA|1|1
607|10|23|464|23464|MOMIL|1|1
608|10|23|466|23466|MONTELIBANO|1|1
609|5|15|466|15466|MONGUI|1|1
610|1|05|467|05467|MONTEBELLO|1|1
611|21|68|468|68468|MOLAGAVITA|1|1
612|4|13|468|13468|MOMPOS|1|1
613|5|15|469|15469|MONIQUIRA|1|1
614|19|63|470|63470|MONTENEGRO|1|1
615|8|19|473|19473|MORALES|1|1
616|4|13|473|13473|MORALES|1|1
617|11|25|473|25473|MOSQUERA|1|1
618|17|52|473|52473|MOSQUERA|1|1
619|22|70|473|70473|MORROA|1|1
620|1|05|475|05475|MURINDO|1|1
621|5|15|476|15476|MOTAVITA|1|1
622|7|18|479|18479|MORELIA|1|1
623|5|15|480|15480|MUZO|1|1
624|1|05|480|05480|MUTATA|1|1
625|18|54|480|54480|MUTISCUA|1|1
626|17|52|480|52480|NARIÐO|1|1
627|11|25|483|25483|NARIÐO|1|1
628|23|73|483|73483|NATAGAIMA|1|1
629|1|05|483|05483|NARIÐO|1|1
630|13|41|483|41483|NATAGA|1|1
631|11|25|486|25486|NEMOCON|1|1
632|6|17|486|17486|NEIRA|1|1
633|11|25|488|25488|NILO|1|1
634|11|25|489|25489|NIMAIMA|1|1
635|17|52|490|52490|OLAYA HERRERA|1|1
636|1|05|490|05490|NECOCLI|1|1
637|5|15|491|15491|0BSA|1|1
638|12|27|491|27491|0VITA|1|1
639|11|25|491|25491|0CAIMA|1|1
640|5|15|494|15494|NUEVO COLON|1|1
641|1|05|495|05495|NECHI|1|1
642|12|27|495|27495|NUQUI|1|1
643|6|17|495|17495|0RCASIA|1|1
644|24|76|497|76497|OBANDO|1|1
645|18|54|498|54498|OCAÐA|1|1
646|21|68|498|68498|OCAMONTE|1|1
647|21|68|500|68500|OIBA|1|1
648|5|15|500|15500|OICATA|1|1
649|10|23|500|23500|MOÐITOS|1|1
650|1|05|501|05501|OLAYA|1|1
651|21|68|502|68502|ONZAGA|1|1
652|13|41|503|41503|OPORAPA|1|1
653|23|73|504|73504|ORTEGA|1|1
654|11|25|506|25506|VENECIA|1|1
655|17|52|506|52506|OSPINA|1|1
656|5|15|507|15507|OTANCHE|1|1
657|22|70|508|70508|OVEJAS|1|1
658|32|97|511|97511|PACOA|1|1
659|5|15|511|15511|PACHAVITA|1|1
660|8|19|513|19513|PADILLA|1|1
661|6|17|513|17513|PACORA|1|1
662|11|25|513|25513|PACHO|1|1
663|5|15|514|15514|PAEZ|1|1
664|5|15|516|15516|PAIPA|1|1
665|9|20|517|20517|PAILITAS|1|1
666|8|19|517|19517|PAEZ|1|1
667|13|41|518|41518|PAICOL|1|1
668|5|15|518|15518|PAJARITO|1|1
669|11|25|518|25518|PAIME|1|1
670|18|54|518|54518|PAMPLONA|1|1
671|18|54|520|54520|PAMPLONITA|1|1
672|17|52|520|52520|FRANCISCO PIZARRO|1|1
673|23|73|520|73520|PALOCABILDO|1|1
674|2|08|520|08520|PALMAR DE VARELA|1|1
675|24|76|520|76520|PALMIRA|1|1
676|5|15|522|15522|PANQUEBA|1|1
677|21|68|522|68522|PALMAR|1|1
678|22|70|523|70523|PALMITO|1|1
679|21|68|524|68524|PALMAS DEL SOCORRO|1|1
680|11|25|524|25524|PANDI|1|1
681|33|99|524|99524|LA PRIMAVERA|1|1
682|6|17|524|17524|PALESTINA|1|1
683|13|41|524|41524|PALERMO|1|1
684|13|41|530|41530|PALESTINA|1|1
685|11|25|530|25530|PARATEBUENO|1|1
686|29|91|530|91530|PUERTO ALEGR-A|1|1
687|5|15|531|15531|PAUNA|1|1
688|8|19|532|19532|PATIA(EL BORDO)|1|1
689|8|19|533|19533|PIAMONTE|1|1
690|5|15|533|15533|PAYA|1|1
691|21|68|533|68533|PARAMO|1|1
692|11|25|535|25535|PASCA|1|1
693|29|91|536|91536|PUERTO ARICA|1|1
694|5|15|537|15537|PAZ DE RIO|1|1
695|29|91|540|91540|PUERTO NARIÐO|1|1
696|17|52|540|52540|POLICARPA|1|1
697|15|47|541|47541|PEDRAZA|1|1
698|1|05|541|05541|PEÐOL|1|1
699|6|17|541|17541|PENSILVANIA|1|1
700|5|15|542|15542|PESCA|1|1
701|1|05|543|05543|PEQUE|1|1
702|15|47|545|47545|PIJIÐO DEL CARMEN|1|1
703|23|73|547|73547|PIEDRAS|1|1
704|21|68|547|68547|PIEDECUESTA|1|1
705|8|19|548|19548|PIENDAMO|1|1
706|13|41|548|41548|PITAL|1|1
707|19|63|548|63548|PIJAO|1|1
708|2|08|549|08549|PIOJO|1|1
709|21|68|549|68549|PINCHOTE|1|1
710|4|13|549|13549|PINILLOS|1|1
711|5|15|550|15550|PISBA|1|1
712|9|20|550|20550|PELAYA|1|1
713|13|41|551|41551|PITALITO|1|1
714|15|47|551|47551|PIVIJAY|1|1
715|18|54|553|54553|PUERTO SANTANDER|1|1
716|15|47|555|47555|PLATO|1|1
717|23|73|555|73555|PLANADAS|1|1
718|10|23|555|23555|PLANETA RICA|1|1
719|2|08|558|08558|POLONUEVO|1|1
720|2|08|560|08560|PONEDERA|1|1
721|17|52|560|52560|POTOSI|1|1
722|14|44|560|44560|MANAURE|1|1
723|23|73|563|73563|PRADO|1|1
724|24|76|563|76563|PRADERA|1|1
725|28|88|564|88564|PROVIDENCIA|1|1
726|17|52|565|52565|PROVIDENCIA|1|1
727|16|50|568|50568|PUERTO GAITAN|1|1
728|27|86|568|86568|PUERTO ASIS|1|1
729|27|86|569|86569|PUERTO CAICEDO|1|1
730|10|23|570|23570|PUEBLO NUEVO|1|1
731|9|20|570|20570|PUEBLO BELLO|1|1
732|15|47|570|47570|PUEBLOVIEJO|1|1
733|27|86|571|86571|PUERTO GUZM-N|1|1
734|20|66|572|66572|PUEBLO RICO|1|1
735|5|15|572|15572|PUERTO BOYACA|1|1
736|33|99|572|99572|SANTA RITA|1|1
737|21|68|572|68572|PUENTE NACIONAL|1|1
738|11|25|572|25572|PUERTO SALGAR|1|1
739|21|68|573|68573|PUERTO PARRA|1|1
740|16|50|573|50573|PUERTO LOPEZ|1|1
741|17|52|573|52573|PUERRES|1|1
742|2|08|573|08573|PUERTO COLOMBIA|1|1
743|8|19|573|19573|PUERTO TEJADA|1|1
744|27|86|573|86573|LEGUIZAMO (PUERTO LEGUIZAMO)|1|1
745|10|23|574|23574|PUERTO ESCONDIDO|1|1
746|21|68|575|68575|PUERTO WILCHES|1|1
747|1|05|576|05576|PUEBLORRICO|1|1
748|16|50|577|50577|PUERTO LLERAS|1|1
749|1|05|579|05579|PUERTO BERRIO|1|1
750|10|23|580|23580|PUERTO LIBERTADOR|1|1
751|5|15|580|15580|QUIPAMA|1|1
752|12|27|580|27580|R-O IRO|1|1
753|11|25|580|25580|PULI|1|1
754|4|13|580|13580|REGIDOR|1|1
755|17|52|585|52585|PUPIALES|1|1
756|23|73|585|73585|PURIFICACION|1|1
757|8|19|585|19585|PURACE|1|1
758|1|05|585|05585|PUERTO NARE(LAMAGDALENA|1|1
759|10|23|586|23586|PURISIMA|1|1
760|16|50|590|50590|PUERTO RICO|1|1
761|25|81|591|81591|PUERTO RONDON|1|1
762|1|05|591|05591|PUERTO TRIUNFO|1|1
763|7|18|592|18592|PUERTO RICO|1|1
764|11|25|592|25592|QUEBRADANEGRA|1|1
765|11|25|594|25594|QUETAME|1|1
766|20|66|594|66594|QUINCHIA|1|1
767|19|63|594|63594|QUIMBAYA|1|1
768|11|25|596|25596|QUIPILE|1|1
769|18|54|599|54599|RAGONVALIA|1|1
770|11|25|599|25599|APULO|1|1
771|5|15|599|15599|RAMIRIQUI|1|1
772|5|15|600|15600|RAQUIRA|1|1
773|12|27|600|27600|R-O QUITO|1|1
774|4|13|600|13600|RIO VIEJO|1|1
775|1|05|604|05604|REMEDIOS|1|1
776|15|47|605|47605|REMOLINO|1|1
777|16|50|606|50606|RESTREPO|1|1
778|2|08|606|08606|REPELON|1|1
779|24|76|606|76606|RESTREPO|1|1
780|1|05|607|05607|RETIRO|1|1
781|7|18|610|18610|SAN JOSE DE FRAGUA|1|1
782|11|25|612|25612|RICAURTE|1|1
783|17|52|612|52612|RICAURTE|1|1
784|6|17|614|17614|RIOSUCIO|1|1
785|9|20|614|20614|RIO DE ORO|1|1
786|1|05|615|05615|RIONEGRO|1|1
787|12|27|615|27615|RIOSUCIO|1|1
788|13|41|615|41615|RIVERA|1|1
789|21|68|615|68615|RIONEGRO|1|1
790|23|73|616|73616|RIOBLANCO|1|1
791|6|17|616|17616|RISARALDA|1|1
792|24|76|616|76616|RIOFRIO|1|1
793|4|13|620|13620|SAN CRISTOBAL|1|1
794|17|52|621|52621|ROBERTO PAYAN|1|1
795|9|20|621|20621|LA PAZ|1|1
796|5|15|621|15621|RONDON|1|1
797|24|76|622|76622|ROLDANILLO|1|1
798|8|19|622|19622|ROSAS|1|1
799|23|73|622|73622|RONCESVALLES|1|1
800|33|99|624|99624|SANTA ROSAL-A|1|1
801|23|73|624|73624|ROVIRA|1|1
802|1|05|628|05628|SABANALARGA|1|1
803|1|05|631|05631|SABANETA|1|1
804|5|15|632|15632|SABOYA|1|1
805|2|08|634|08634|SABANAGRANDE|1|1
806|2|08|638|08638|SABANALARGA|1|1
807|5|15|638|15638|SACHICA|1|1
808|1|05|642|05642|SALGAR|1|1
809|11|25|645|25645|S.ANTONIO TEQUENDAMA|1|1
810|5|15|646|15646|SAMACA|1|1
811|1|05|647|05647|SAN ANDRES|1|1
812|4|13|647|13647|SAN ESTANISLAO|1|1
813|1|05|649|05649|SAN CARLOS|1|1
814|11|25|649|25649|SAN BERNARDO|1|1
815|4|13|650|13650|SAN FERNANDO|1|1
816|14|44|650|44650|SAN JUAN DEL CESAR|1|1
817|1|05|652|05652|SAN FRANCISCO|1|1
818|11|25|653|25653|SAN CAYETANO|1|1
819|6|17|653|17653|SALAMINA|1|1
820|4|13|654|13654|SAN JACINTO|1|1
821|4|13|655|13655|SAN JACINTO DEL CAUCA|1|1
822|21|68|655|68655|SABANA DE TORRES|1|1
823|1|05|656|05656|SAN JERONIMO|1|1
824|4|13|657|13657|SAN JUAN NEPOMUCENO|1|1
825|1|05|658|05658|SAN JOSE DE LA MONTAÐA|1|1
826|11|25|658|25658|SAN FRANCISCO|1|1
827|1|05|659|05659|SAN JUAN DE URABA|1|1
828|1|05|660|05660|SAN LUIS|1|1
829|5|15|660|15660|SAN EDUARDO|1|1
830|10|23|660|23660|SAHAGUN|1|1
831|12|27|660|27660|SAN JOSE DEL PALMAR|1|1
832|13|41|660|41660|SALADOBLANCO|1|1
833|18|54|660|54660|SALAZAR|1|1
834|15|47|660|47660|SABANAS DE SAN ANGEL|1|1
835|11|25|662|25662|SAN JUAN DE RIO SECO|1|1
836|6|17|662|17662|SAMANA|1|1
837|30|94|663|94663|MAPIRIPANA|1|1
838|5|15|664|15664|SAN JOSE DE PARE|1|1
839|1|05|664|05664|SAN PEDRO|1|1
840|1|05|665|05665|SAN PEDRO DE URABA|1|1
841|6|17|665|17665|SAN JOSE|1|1
842|32|97|666|97666|TARAIRA|1|1
843|4|13|667|13667|SAN MARTIN DE LOBA|1|1
844|1|05|667|05667|SAN RAFAEL|1|1
845|5|15|667|15667|SAN LUIS DE GACENO|1|1
846|13|41|668|41668|SAN AGUSTIN|1|1
847|29|91|669|91669|PUERTO SANTANDER|1|1
848|21|68|669|68669|SAN ANDRES|1|1
849|22|70|670|70670|SAMPUES|1|1
850|18|54|670|54670|SAN CALIXTO|1|1
851|4|13|670|13670|SAN PABLO|1|1
852|10|23|670|23670|SAN ANDRES SOTAVENTO|1|1
853|1|05|670|05670|SAN ROQUE|1|1
854|24|76|670|76670|SAN PEDRO|1|1
855|23|73|671|73671|SALDAÐA|1|1
856|10|23|672|23672|SAN ANTERO|1|1
857|5|15|673|15673|SAN MATEO|1|1
858|4|13|673|13673|SANTA CATALINA|1|1
859|18|54|673|54673|SAN CAYETANO|1|1
860|21|68|673|68673|SAN BENITO|1|1
861|1|05|674|05674|SAN VICENTE|1|1
862|2|08|675|08675|SANTA LUCIA|1|1
863|10|23|675|23675|SAN BERNARDO DEL VIE|1|1
864|23|73|675|73675|SAN ANTONIO|1|1
865|15|47|675|47675|SALAMINA|1|1
866|13|41|676|41676|SANTA MARIA|1|1
867|5|15|676|15676|SAN MIGUEL DE SEMA|1|1
868|10|23|678|23678|SAN CARLOS|1|1
869|23|73|678|73678|SAN LUIS|1|1
870|22|70|678|70678|SAN BENITO ABAD|1|1
871|17|52|678|52678|SAMANIEGO|1|1
872|21|68|679|68679|SAN GIL|1|1
873|1|05|679|05679|SANTA BARBARA|1|1
874|16|50|680|50680|SAN CARLOS GUAROA|1|1
875|18|54|680|54680|SANTIAGO|1|1
876|5|15|681|15681|SAN PABLO DE BORBUR|1|1
877|20|66|682|66682|SANTA ROSA DE CABAL|1|1
878|21|68|682|68682|SAN JOAQUIN|1|1
879|16|50|683|50683|SAN JUAN DE ARAMA|1|1
880|17|52|683|52683|SANDONA|1|1
881|4|13|683|13683|SANTA ROSA|1|1
882|21|68|684|68684|SAN JOSE DE MIRANDA|1|1
883|17|52|685|52685|SAN BERNARDO|1|1
884|2|08|685|08685|SANTO TOMAS|1|1
885|5|15|686|15686|SANTANA|1|1
886|10|23|686|23686|SAN PELAYO|1|1
887|1|05|686|05686|SANTA ROSA DE OSOS|1|1
888|23|73|686|73686|SANTA ISABEL|1|1
889|16|50|686|50686|SAN JUANITO|1|1
890|21|68|686|68686|SAN MIGUEL|1|1
891|17|52|687|52687|SAN LORENZO|1|1
892|20|66|687|66687|SANTUARIO|1|1
893|4|13|688|13688|SANTA ROSA DEL SUR|1|1
894|16|50|689|50689|SAN MARTIN|1|1
895|21|68|689|68689|SAN VICENTE DE CHUCURI|1|1
896|19|63|690|63690|SALENTO|1|1
897|1|05|690|05690|SANTO DOMINGO|1|1
898|5|15|690|15690|SANTA MARIA|1|1
899|15|47|692|47692|SAN SEBASTIAN BUENAV|1|1
900|17|52|693|52693|SAN PABLO|1|1
901|5|15|693|15693|SANTA ROSA DE VITERB|1|1
902|8|19|693|19693|SAN SEBASTIAN|1|1
903|17|52|694|52694|SAN PEDRO DE CARTAGO|1|1
904|17|52|696|52696|SANTA BARBARA|1|1
905|5|15|696|15696|SANTA SOFIA|1|1
906|1|05|697|05697|EL SANTUARIO|1|1
907|8|19|698|19698|SANTANDER DE QUILICH|1|1
908|17|52|699|52699|SANTACRUZ|1|1
909|8|19|701|19701|SANTA ROSA|1|1
910|22|70|702|70702|SAN JUAN DE BETULIA|1|1
911|15|47|703|47703|SAN ZENON|1|1
912|21|68|705|68705|SANTA BARBARA|1|1
913|15|47|707|47707|SANTA ANA|1|1
914|22|70|708|70708|SAN MARCOS|1|1
915|9|20|710|20710|SAN ALBERTO|1|1
916|16|50|711|50711|VISTA HERMOSA|1|1
917|22|70|713|70713|SAN ONOFRE|1|1
918|22|70|717|70717|SAN PEDRO|1|1
919|11|25|718|25718|SASAIMA|1|1
920|5|15|720|15720|SATIVANORTE|1|1
921|21|68|720|68720|SANTA HELENA DEL OPON|1|1
922|17|52|720|52720|SAPUYES|1|1
923|18|54|720|54720|SARDINATA|1|1
924|15|47|720|47720|SANTA B-RBARA DE PINTO|1|1
925|5|15|723|15723|SATIVASUR|1|1
926|1|05|736|05736|SEGOVIA|1|1
927|11|25|736|25736|SESQUILE|1|1
928|24|76|736|76736|SEVILLA|1|1
929|25|81|736|81736|SARAVENA|1|1
930|11|25|740|25740|1BATE|1|1
931|5|15|740|15740|1ACHOQUE|1|1
932|22|70|742|70742|1NCE|1|1
933|18|54|743|54743|1LOS|1|1
934|8|19|743|19743|1LVIA|1|1
935|11|25|743|25743|1LVANIA|1|1
936|4|13|744|13744|1MITI|1|1
937|21|68|745|68745|1MACOTA|1|1
938|15|47|745|47745|1TIONUEVO|1|1
939|11|25|745|25745|1MIJACA|1|1
940|12|27|745|27745|1PI|1|1
941|27|86|749|86749|1BUNDOY|1|1
942|9|20|750|20750|SAN DIEGO|1|1
943|5|15|753|15753|SOATA|1|1
944|7|18|753|18753|SAN VICENTE DEL CAGU|1|1
945|11|25|754|25754|SOACHA|1|1
946|27|86|755|86755|SAN FRANCISCO|1|1
947|5|15|755|15755|SOCOTA|1|1
948|21|68|755|68755|SOCORRO|1|1
949|1|05|756|05756|SONSON|1|1
950|5|15|757|15757|SOCHA|1|1
951|27|86|757|86757|SAN MIGUEL|1|1
952|11|25|758|25758|SOPO|1|1
953|2|08|758|08758|SOLEDAD|1|1
954|5|15|759|15759|SOGAMOSO|1|1
955|8|19|760|19760|SOTARA|1|1
956|27|86|760|86760|SANTIAGO|1|1
957|4|13|760|13760|SOPLAVIENTO|1|1
958|33|99|760|99760|SAN JOSE DE OCUNE|1|1
959|5|15|761|15761|SOMONDOCO|1|1
960|1|05|761|05761|SOPETRAN|1|1
961|5|15|762|15762|SORA|1|1
962|5|15|763|15763|SOTAQUIRA|1|1
963|5|15|764|15764|SORACA|1|1
964|7|18|765|18765|SOLANO|1|1
965|11|25|769|25769|SUBACHOQUE|1|1
966|23|73|770|73770|SUAREZ|1|1
967|2|08|770|08770|SUAN|1|1
968|9|20|770|20770|SAN MARTIN|1|1
969|13|41|770|41770|SUAZA|1|1
970|21|68|770|68770|SUAITA|1|1
971|22|70|771|70771|SUCRE|1|1
972|11|25|772|25772|SUESCA|1|1
973|21|68|773|68773|SUCRE|1|1
974|33|99|773|99773|CUMARIBO|1|1
975|5|15|774|15774|SUSACON|1|1
976|5|15|776|15776|SUTAMARCHAN|1|1
977|11|25|777|25777|SUPATA|1|1
978|6|17|777|17777|SUPIA|1|1
979|32|97|777|97777|PAPUNAUA|1|1
980|5|15|778|15778|SUTATENZA|1|1
981|11|25|779|25779|SUSA|1|1
982|8|19|780|19780|SUAREZ|1|1
983|21|68|780|68780|SURATA|1|1
984|4|13|780|13780|TALAIGUA NUEVO|1|1
985|11|25|781|25781|SUTATAUSA|1|1
986|11|25|785|25785|TABIO|1|1
987|7|18|785|18785|SOLITA|1|1
988|8|19|785|19785|SUCRE|1|1
989|17|52|786|52786|TAMINANGO|1|1
990|9|20|787|20787|TAMALAMEQUE|1|1
991|12|27|787|27787|TADO|1|1
992|17|52|788|52788|TANGUA|1|1
993|1|05|789|05789|TAMESIS|1|1
994|1|05|790|05790|TARAZA|1|1
995|5|15|790|15790|TASCO|1|1
996|13|41|791|41791|TARQUI|1|1
997|1|05|792|05792|TARSO|1|1
998|11|25|793|25793|TAUSA|1|1
999|25|81|794|81794|TAME|1|1
1000|13|41|797|41797|TESALIA|1|1
1001|11|25|797|25797|TENA|1|1
1002|5|15|798|15798|TENZA|1|1
1003|29|91|798|91798|TARAPACA|1|1
1004|15|47|798|47798|TENERIFE|1|1
1005|13|41|799|41799|TELLO|1|1
1006|11|25|799|25799|TENJO|1|1
1007|12|27|800|27800|UNGUIA|1|1
1008|18|54|800|54800|TEORAMA|1|1
1009|13|41|801|41801|TERUEL|1|1
1010|5|15|804|15804|TIBANA|1|1
1011|11|25|805|25805|TIBACUY|1|1
1012|5|15|806|15806|TIBASOSA|1|1
1013|10|23|807|23807|TIERRALTA|1|1
1014|8|19|807|19807|TIMBIO|1|1
1015|11|25|807|25807|TIBIRITA|1|1
1016|13|41|807|41807|TIMANA|1|1
1017|5|15|808|15808|TINJACA|1|1
1018|8|19|809|19809|TIMBIQUI|1|1
1019|1|05|809|05809|TITIRIBI|1|1
1020|5|15|810|15810|TIPACOQUE|1|1
1021|12|27|810|27810|UNIËN PANAMERICANA|1|1
1022|4|13|810|13810|TIQUISIO|1|1
1023|18|54|810|54810|TIBU|1|1
1024|5|15|814|15814|TOCA|1|1
1025|11|25|815|25815|TOCAIMA|1|1
1026|5|15|816|15816|TOGUI|1|1
1027|11|25|817|25817|TOCANCIPA|1|1
1028|1|05|819|05819|TOLEDO|1|1
1029|5|15|820|15820|TOPAGA|1|1
1030|18|54|820|54820|TOLEDO|1|1
1031|22|70|820|70820|SANTIAGO DE TOLU (TOLU)|1|1
1032|21|68|820|68820|TONA|1|1
1033|8|19|821|19821|TORIBIO|1|1
1034|5|15|822|15822|TOTA|1|1
1035|11|25|823|25823|TOPAIPI|1|1
1036|24|76|823|76823|TORO|1|1
1037|22|70|823|70823|TOLUVIEJO|1|1
1038|8|19|824|19824|TOTORO|1|1
1039|24|76|828|76828|TRUJILLO|1|1
1040|5|15|832|15832|TUNUNGUA|1|1
1041|2|08|832|08832|TUBARA|1|1
1042|24|76|834|76834|TULUA|1|1
1043|5|15|835|15835|TURMEQUE|1|1
1044|17|52|835|52835|TUMACO|1|1
1045|4|13|836|13836|TURBACO|1|1
1046|5|15|837|15837|TUTA|1|1
1047|1|05|837|05837|TURBO|1|1
1048|4|13|838|13838|TURBANA|1|1
1049|17|52|838|52838|TUQUERRES|1|1
1050|5|15|839|15839|TUTASA|1|1
1051|11|25|839|25839|UBALA|1|1
1052|11|25|841|25841|UBAQUE|1|1
1053|5|15|842|15842|UMBITA|1|1
1054|1|05|842|05842|URAMITA|1|1
1055|11|25|843|25843|(UBATE) VILLA DE SANDIEGO DE UBATE|1|1
1056|11|25|845|25845|UNE|1|1
1057|24|76|845|76845|ULLOA|1|1
1058|8|19|845|19845|VILLA RICA|1|1
1059|1|05|847|05847|URRAO|1|1
1060|14|44|847|44847|URIBIA|1|1
1061|2|08|849|08849|USIACURI|1|1
1062|11|25|851|25851|UTICA|1|1
1063|23|73|854|73854|VALLE DE SAN JUAN|1|1
1064|1|05|854|05854|VALDIVIA|1|1
1065|14|44|855|44855|URUMITA|1|1
1066|10|23|855|23855|VALENCIA|1|1
1067|21|68|855|68855|VALLE DE SAN JOSE|1|1
1068|1|05|856|05856|VALPARAISO|1|1
1069|1|05|858|05858|VEGACHI|1|1
1070|7|18|860|18860|VALPARAISO|1|1
1071|23|73|861|73861|VENADILLO|1|1
1072|1|05|861|05861|VENECIA|1|1
1073|5|15|861|15861|VENTAQUEMADA|1|1
1074|21|68|861|68861|VELEZ|1|1
1075|11|25|862|25862|VERGARA|1|1
1076|24|76|863|76863|VERSALLES|1|1
1077|27|86|865|86865|VALLE DEL GUAMUEZ|1|1
1078|6|17|867|17867|VICTORIA|1|1
1079|11|25|867|25867|VIANI|1|1
1080|21|68|867|68867|VETAS|1|1
1081|24|76|869|76869|VIJES|1|1
1082|23|73|870|73870|VILLAHERMOSA|1|1
1083|11|25|871|25871|VILLAGOMEZ|1|1
1084|18|54|871|54871|VILLA CARO|1|1
1085|21|68|872|68872|VILLANUEVA|1|1
1086|13|41|872|41872|VILLAVIEJA|1|1
1087|11|25|873|25873|VILLAPINZON|1|1
1088|23|73|873|73873|VILLARRICA|1|1
1089|6|17|873|17873|VILLAMARIA|1|1
1090|4|13|873|13873|VILLANUEVA|1|1
1091|1|05|873|05873|VIGIA DEL FUERTE|1|1
1092|14|44|874|44874|VILLANUEVA|1|1
1093|18|54|874|54874|VILLA DEL ROSARIO|1|1
1094|11|25|875|25875|VILLETA|1|1
1095|6|17|877|17877|VITERBO|1|1
1096|11|25|878|25878|VIOTA|1|1
1097|5|15|879|15879|VIRACACHA|1|1
1098|30|94|883|94883|SAN FELIPE|1|1
1099|30|94|884|94884|PUERTO COLOMBIA|1|1
1100|30|94|885|94885|LA GUADALUPE|1|1
1101|17|52|885|52885|YACUANQUER|1|1
1102|13|41|885|41885|YAGUARA|1|1
1103|1|05|885|05885|YALI|1|1
1104|11|25|885|25885|YACOPI|1|1
1105|27|86|885|86885|VILLAGARZON|1|1
1106|30|94|886|94886|CACAHUAL|1|1
1107|30|94|887|94887|PANA PANA|1|1
1108|1|05|887|05887|YARUMAL|1|1
1109|30|94|888|94888|MORICHAL|1|1
1110|32|97|889|97889|YAVARATE|1|1
1111|1|05|890|05890|YOLOMBO|1|1
1112|24|76|890|76890|YOTOCO|1|1
1113|24|76|892|76892|YUMBO|1|1
1114|1|05|893|05893|YONDO|1|1
1115|4|13|894|13894|ZAMBRANO|1|1
1116|1|05|895|05895|ZARAGOZA|1|1
1117|24|76|895|76895|ZARZAL|1|1
1118|21|68|895|68895|ZAPATOCA|1|1
1119|5|15|897|15897|ZETAQUIRA|1|1
1120|11|25|898|25898|ZIPACON|1|1
1121|11|25|899|25899|ZIPAQUIRA|1|1
1122|15|47|960|47960|ZAPAY-N|1|1
1123|15|47|980|47980|ZONA BANANERA|1|1
1124|6|17|991|17991|ARAUCA|1|1
1125|1|05|991|05991|ALTAMIRA|1|1
1126|1|05|992|05992|SAN CRISTOBAL|1|1
1127|6|17|992|17992|BOLIVIA|1|1
1128|23|73|993|73993|HERRERA|1|1
1129|6|17|995|17995|SAN FELIX|1|1
1130|6|17|996|17996|SAN JOSE DE RISARALDA|1|1
1131|23|73|997|73997|SANTIAGO PEREZ|1|1
1132|6|17|998|17998|ARBOLEDA|1|1
